DATASET_YR,REPRJ_ID,INUN_ID,ADMS,COUNSEL,SAT1_VERB_200_P,SAT1_VERB_300_P,SAT1_VERB_400_P,SAT1_VERB_500_P,SAT1_VERB_600_P,SAT1_VERB_700_P,SAT1_MATH_200_P,SAT1_MATH_300_P,SAT1_MATH_400_P,SAT1_MATH_500_P,SAT1_MATH_600_P,SAT1_MATH_700_P,SAT1_COMP_400_P,SAT1_COMP_600_P,SAT1_COMP_800_P,SAT1_COMP_1000_P,SAT1_COMP_1200_P,SAT1_COMP_1400_P,SAT1_COMP_MEAN,SAT1_COMP_25TH_P,SAT1_COMP_75TH_P,ACT_1_P,ACT_2_P,ACT_3_P,ACT_4_P,ACT_5_P,ACT_6_P,SAT1_VERB_MEAN,SAT1_MATH_MEAN,ACT_MEAN,SAT1_VERB_670_800_P,SAT1_MATH_600_800_P,SUBMIT_P,SUBMIT_SAT1_P,SUBMIT_ACT_P,PLACE_ONLY,ADMS_PLACE,ADMS_COUNSEL,SAT1_VERB_25TH_P,SAT1_VERB_75TH_P,SAT1_MATH_25TH_P,SAT1_MATH_75TH_P,ACT_COMP_25TH_P,ACT_COMP_75TH_P,ACT_WRITING,SAT_NEW,SAT1_WRITING_200_P,SAT1_WRITING_300_P,SAT1_WRITING_400_P,SAT1_WRITING_500_P,SAT1_WRITING_600_P,SAT1_WRITING_700_P,SAT1_WRITING_25TH_P,SAT1_WRITING_75TH_P,SAT1_WRITING_MEAN,ESSAY_ADMIS_ACT,ESSAY_ADMIS_SAT,ESSAY_ADVISING_ACT,ESSAY_ADVISING_SAT,ESSAY_AP_SUBST_ACT,ESSAY_AP_SUBST_SAT,ESSAY_AP_VALID_ACT,ESSAY_AP_VALID_SAT,ESSAY_NO_ACT,ESSAY_NO_SAT,ESSAY_NO_POLICY_ACT,ESSAY_NO_POLICY_SAT,ESSAY_PLACE_ACT,ESSAY_PLACE_SAT,ADMS_OPTIONAL,SAT_ESSAY,ACT_ENG_1_P,ACT_ENG_2_P,ACT_ENG_3_P,ACT_ENG_4_P,ACT_ENG_5_P,ACT_ENG_6_P,ACT_MATH_1_P,ACT_MATH_2_P,ACT_MATH_3_P,ACT_MATH_4_P,ACT_MATH_5_P,ACT_MATH_6_P,ACT_MATH_MEAN,ACT_ENG_MEAN,ACT_MATH_25TH_P,ACT_MATH_75TH_P,ACT_ENG_25TH_P,ACT_ENG_75TH_P,ACT_PLACE,ACT_WRITING_25TH_P,ACT_WRITING_75TH_P,AP_PLACE,CLEP_PLACE,INST_PLACE,SAT1_PLACE,SAT2_PLACE,STATE_PLACE_T,SUBMIT_ACT_N,SUBMIT_SAT1_N,ACT_SCIENCE_25TH_P,ACT_READING_25TH_P,SAT1_COMP_50TH_P,SAT1_VERB_50TH_P,SAT1_MATH_50TH_P,ACT_COMP_50TH_P,ACT_MATH_50TH_P,ACT_ENG_50TH_P,ACT_WRITING_50TH_P,ACT_SCIENCE_50TH_P,ACT_READING_50TH_P,ACT_SCIENCE_75TH_P,ACT_READING_75TH_P,ACT_READING_1_P,ACT_READING_2_P,ACT_READING_3_P,ACT_READING_4_P,ACT_READING_5_P,ACT_READING_6_P,ACT_SCIENCE_1_P,ACT_SCIENCE_2_P,ACT_SCIENCE_3_P,ACT_SCIENCE_4_P,ACT_SCIENCE_5_P,ACT_SCIENCE_6_P
2023,12,7352,Y,,,1,14,51,31,3,,,19,55,25,1,,1,17,55,26,1,,1030,1220,,,18,37,36,9,,,,,,99,37,3,,,,520,610,510,590,18,26,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,36,18,28,18,,,46,18,28,8,,,16,27,16,27,X,,,X,X,,X,,,13,160,,,1120,570,540,23,19,21,,,,,,,,,,,,,,,,,
2023,12,7353,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7354,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7355,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,84,23,,,,,,,,21,27,ACTB,SR,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7358,Y,,,,,0.5,7.2,92.4,,,,,,100,,,,,0.8,99.2,1543,1520,1570,,,,,0.3,99.7,752,791,35,,,100,78,32,,,,730,780,790,800,35,36,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,99.2,,,,,0.8,99.2,35,35,35,36,35,36,,,,X,,X,,,,360,881,,,1550,760,800,35,35,35,,,,,,,,,,1.9,97.5,,,,,0.8,99.2
2023,12,7359,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7362,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7363,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7366,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7367,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7368,Y,,,,,,,,,,,,,,,,,,,,,,,35.19,,10.19,40.74,12.96,0.93,,,,,,78,,,,,,,,440,570,18,23,ACTB,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7373,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7374,Y,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,38.66,60.08,,,30,,,,73,39,,,,,,,,29,32,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7376,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7378,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7380,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7381,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7382,Y,,,2,5,46,44,3,,3,15,51,26,5,,3,10,54,33,,1132,1080,1210,,,8,52,36,4,574,558,22,,,99,14,9,,,,530,620,510,610,20,25,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,24,40,36,,,,24,56,20,,20,22,18,23,17,25,,,,,,,,,,,,20,21,1170,580,570,22,20,22,,23,25,25,28,,4,4,36,36,20,,,16,44,40,
2023,12,7383,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,11,92,,,,,,,,20,24,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7384,Y,,,1.68,38.33,43.33,13.33,3.33,,5,31.67,53.33,10,,,1.65,41.7,45,10,1.65,545,,,,,31.04,48.28,19.82,0.86,520,530,21,,,74,20,43,,,,458,570,450,550,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,53.45,25,18.1,1.73,,1.73,54.31,25,18.1,1.73,,,16,21,15,22,,,,,,,,,,119,51,,,,520,520,19,17,19,,,,,,,1.7,26.7,42.2,24.1,5.2,,1.7,22.4,54.3,19.8,1.7
2023,12,7389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7390,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,43,,,,,,,,19,26,ACTB,,,,,,,,,,,,,,,,,,,,,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7395,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,2153,3522,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7401,Y,,,2,29,32,32,5,,6,29,37,23,5,,6,26,40,26,3,1094,960,1220,,,27,44,22,7,555,535,21,,,97.4,3,78,,,,480,630,450,600,17,24,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,6,23,38,21,12,,,42,35,19,4,20,21,16,23,16,25,X,,,,,X,X,,,1876,62,,,1095,560,530,21,18,21,,,,,,,,,,,,,,,,,
2023,12,7404,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7405,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7410,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7412,Y,,,,0.6,19.5,63.8,16.1,,,0.2,29.5,50.2,20.1,,,,18.8,66,14.9,1281,1210,1340,,,,7.3,56.4,36.3,642,639,28,,,,37,20,,,,600,680,590,680,26,31,,SR,,,,,,,,,,,,,,,,,,,,,,,,X,,,,0.6,15.1,48,36.3,,,2.2,17.9,58.1,21.8,26,28,24,29,25,32,X,,,X,X,X,X,,,179,329,,,1270,640,630,28,26,28,,,,,,,,,,,,,,,,,
2023,12,7414,Y,,,,21.62,37.84,35.13,5.41,,,18.92,54.05,21.62,5.41,,,18.92,45.94,29.73,5.41,,1020,1230,,,,57.14,28.57,14.29,,,,,,50,4,1,,,,510,630,510,600,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,57.14,28.57,14.29,,,14.29,71.42,,14.29,,,21,23,22,25,,,,,,,,,,,,21,21,1140,570,550,23,22,23,,23,24,26,29,,,14.3,28.6,28.6,28.6,,,,57.1,28.6,14.29
2023,12,7416,Y,,,18,36,45,,1,,27,45,27,,1,,18,55,27,,,911,800,1060,,,22,56,19,3,465,446,20,,,83,20,60,,,,400,510,390,550,18,23,ACTB,SRS1,,,,,,,,,,,,,,,,,,X,X,X,X,,,,SATB,,3,31,50,16,,,,,,,,,,17,23,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7417,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7418,Y,,,,3,21,57,19,,,8,58,30,4,,,4,36,60,,1120,1140,1310,,,4,32,45,19,570,550,22,,,100,16,22,,,,600,680,540,640,22,28,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,38,3,,,12,46,32,9,,,20,25,22,29,X,,,,X,,X,,,74,53,,,1230,640,580,25,23,25,,,,,,,,,,,,,,,,,
2023,12,7419,Y,,,,,,,,,,,,,,,,,,,,,,,,2.31,56.04,36.5,5.14,,,,18,,,,,88,,,,,,,,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,X,,0.26,18.13,44.56,28.76,7.25,1.04,,1.3,69.69,19.69,9.33,,18,18,15,20,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,39.4,40.9,9.1,4.2,,,,,,
2023,12,7420,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7421,Y,,,,,42.86,52.38,4.76,,,9.52,52.38,33.33,4.76,,,,61.9,38.1,,1184,1130,1270,,,,50,,50,601,583,26,,,93,31.82,3.03,,,,570,640,540,630,23.25,27.75,ACTB,SR,,,,,,,,,,,,,,,,,,X,X,,,,,X,SATB,,,100,,,,,,50,50,,,22,29,19.25,23.75,24.75,32.25,,,,X,X,,,X,,265,1997,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7422,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7424,N,,,3.8,32.3,37.8,21.4,4.7,,8.6,29.6,40.6,18.3,2.9,,5.1,33,39.5,20.3,2.1,1050,930,1180,,1.6,16.5,48.9,24.2,8.8,530,520,22,,,100,47.7,9.9,,,,470,600,460,580,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,6,20.9,40.1,21.5,11.5,,,31.3,34.6,29.7,4.4,,,17,25,17,25,X,,,X,,,X,,,178,855,,,1050,530,520,22,20,21,,,,,,,,,,,,,,,,,
2023,12,7425,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7426,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7427,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7428,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7429,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7430,Y,,,,12,32,41,15,,2,10,34,40,14,,1,10,32,43,13,1207,1100,1330,,,2,19,50,29,605,602,27,,,99,57,9,,,,550,670,540,670,25,30,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,6,25,40,29,,,8,13,63,15,25,27,24,28,23,31,,,,X,X,X,,,,52,336,23,25,1220,610,610,27,26,26,,26,28,29,33,,,4,17,33,46,,,,27,50,23
2023,12,7431,Y,,,2,2,62,32,2,,,5,65,25,5,,,4,65,31,,,1130,1230,,,1,45,41,13,,,21,,,100,14,18,,,,550,620,560,620,22,27,ACTB,SRS1,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,4,58,28,10,,,4,42,47,7,,,21,27,21,26,X,,,X,X,,X,,,193,57,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7433,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7435,Y,,,5.3,34.3,41.6,16.8,2,0.3,9.9,31.7,44.6,13,0.5,,6.1,36.1,44.2,13.2,0.4,,920,1130,,,35.2,42.2,19.5,3.1,,,,,,84.6,31.7,6.7,,,,460,570,460,560,16,23,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,X,SATB,3.9,8.6,28.9,34.4,15.6,8.6,3.9,1.6,35.9,30.5,25,3.1,,,16,24,15,24,X,,,X,X,,X,,,128,606,17,17,1020,510,510,20,19,19,,20,21,23,24,4.7,2.3,25,41.4,13.3,13.3,5.5,0.8,24.2,49.2,13.3,7
2023,12,7436,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7437,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7441,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7443,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7444,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7445,Y,,,0.37,4.19,28.36,48.46,18.62,,0.74,3.82,26.26,47.1,22.07,,,3.45,26.14,54.13,15.91,1254,1170,1350,,0.05,1.67,21.81,51.65,24.82,628,635,27,,,,20,52,,,,580,680,580,690,24,29,,SR,,,,,,,,,,,,,,,,,,,,,,,,X,,,0.14,5.17,23.05,41.42,30.22,,0.05,5.21,20.95,53.75,20.04,26,28,23,31,23,28,,,,,,X,,,,2091,811,,,1270,630,640,27,26,26,,,,,,,,,,,,,,,,,
2023,12,7446,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7448,Y,,,,,,,,,,,,,,,,,,,,1014,880,1090,,,,,,,509,504,21,,,92,34,4,,,,440,570,450,550,15,22,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,21,20,14,23,11,21,X,,,X,X,,X,,,7,55,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7450,Y,,,0.32,8.4,35.63,44.13,11.52,,0.72,8.77,33.98,37.35,19.16,,,7.12,36.97,42.7,12.87,1215,1110,1320,,,2.52,21.75,46.33,29.4,610,610,27,,,100,51.4,13.9,,,,550,660,550,680,24,30,,SR,,,,,,,,,,,,,,,,,,,,,,,,X,,,0.22,4.68,23.9,39.12,32.07,,,6.83,24.35,48.18,20.64,26,26,23,29,23,31,X,,,X,X,,X,,,1347,4974,23,23,1220,610,610,27,26,26,,25,29,30,32,,0.2,4.4,21.2,28.7,45.5,,0.1,2.75,26.7,42.2,28.3
2023,12,7451,Y,,,,6.69,32.66,47.67,12.98,,0.3,3.32,32.06,46.93,17.39,,,5.48,32.55,49.29,12.58,1231,1140,1330,,0.3,1.76,17.3,47.8,32.84,612,622,27,,,98,71,25,,,,560,670,570,680,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,0.87,4.11,26.98,38.71,29.33,,,3.81,9.09,58.65,28.45,27,26,25,30,22,30,X,,,X,X,X,X,,,341,986,24,24,1230,610,620,27,27,26,,27,29,31,33,,0.6,,21.99,31.02,46.39,,0.29,1.17,15.25,46.04,37.25
2023,12,7453,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7454,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTB,,,,,,,,,,,,,,,,,,,X,X,,,,,,SATB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7456,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7457,Y,,,3.85,42.31,42.31,7.69,3.85,,11.54,26.92,50,11.54,,,3.85,34.62,57.69,,3.85,,948,1110,,,27.78,46.3,19.14,6.79,,,21,,,100,11,70,,,,443,540,473,578,17,24,,SRS1,,,,,,,,,,,,,,,,,,,,,,,,X,,,5.56,29.63,47.53,8.64,8.64,,,41.98,27.78,26.54,3.7,,,16,24,16,23,X,,,X,X,,X,,,162,26,17,17,1060,500,535,20,18,20,,21,21,24,24,,1.2,26.5,40.7,18.5,13,,1.2,24.7,42.6,24.7,6.8
2023,12,7459,Y,,,,,1.03,17.44,81.53,,,,3,17,80,,,,1.54,10.76,87.7,,1420,1520,,,,0.85,3.42,95.72,,,,,,81,31,18,,,,700,760,710,780,33,35,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,195,,,1466,730,737,33.42,,,,,,,,,,,,,,,,,,,
2023,12,7462,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7463,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7466,Y,,,,16.2,44.4,32,7.4,,2.8,20.4,50.9,19,6.9,,0.5,18.5,49.5,27.3,4.2,1109,1020,1220,,0.1,11.8,46.6,32.3,9.2,568,541,23,,,93,7.7,90,,,,520,630,500,600,19,26,ACTB,SRS1,,,,,,,,,,,,,,,,,,X,X,,,,,X,SATB,,2.1,16.8,37.8,27.9,15.4,,,29.9,39.1,27.3,3.7,21,23,17,25,19,26,X,,,X,X,X,X,,"TN SAILS Program, TN Statewide Dual Credit",2524,216,19,20,1120,570,550,22,20,23,,22,23,25,29,,0.7,13.1,39.5,23.5,23.2,,0.3,11.8,49.6,29.9,8.4
2023,12,7467,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7468,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,98,,,,,,,,,,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7469,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7470,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7472,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,7473,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
